SourceFile,proportion,median_rank,School,Normalized Proportion,Normalized Median Rank,Specialty
Rutgers_match_list.csv,0.11428571428571428,77.0,Rutgers,0.9676691835044401,2.2037295924382225,Anesthesiology
UCSD_match_list.csv,0.11594202898550725,21.0,UCSD,1.0195189984119892,-0.36327731711020106,Anesthesiology
UCLA_match_list.csv,0.1171875,11.0,UCLA,1.0585076287623925,-0.821671408100991,Anesthesiology
WashU_match_list.csv,0.12087912087912088,35.0,WashU,1.1740713313094913,0.27847441027690484,Anesthesiology
McGovern_match_list.csv,0.1282051282051282,36.0,McGovern,1.4034070510928809,0.32431381937598386,Anesthesiology
Mayo_match_list.csv,0.14705882352941177,17.0,Mayo,1.9936092711236646,-0.546634953506517,Anesthesiology
UVA_match_list.csv,0.15789473684210525,21.0,UVA,2.332820231267672,-0.36327731711020106,Anesthesiology
Colorado_match_list.csv,0.0,,Colorado,-1.1777883366033919,,Child Neurology
Emory_match_list.csv,0.0,,Emory,-1.1777883366033919,,Child Neurology
Geisel (Dartmouth)_match_list.csv,0.0,,Geisel (Dartmouth),-1.1777883366033919,,Child Neurology
Mayo_match_list.csv,0.0,,Mayo,-1.1777883366033919,,Child Neurology
Northwestern_match_list.csv,0.0,,Northwestern,-1.1777883366033919,,Child Neurology
UCLA_match_list.csv,0.0,,UCLA,-1.1777883366033919,,Child Neurology
UChicago_match_list.csv,0.0,,UChicago,-1.1777883366033919,,Child Neurology
UMich_match_list.csv,0.0,,UMich,-1.1777883366033919,,Child Neurology
University of Minnesota_match_list.csv,0.0,,University of Minnesota,-1.1777883366033919,,Child Neurology
Vanderbilt_match_list.csv,0.0,,Vanderbilt,-1.1777883366033919,,Child Neurology
UWashington_match_list.csv,0.004016064257028112,6.0,UWashington,-0.6848932862915534,-0.8811068294783891,Child Neurology
UTSW_match_list.csv,0.0049504950495049506,12.0,UTSW,-0.5702097844863236,-0.535574739486864,Child Neurology
University of Miami_match_list.csv,0.005208333333333333,46.0,University of Miami,-0.5385650682302264,1.4224404371317785,Child Neurology
OhioState_match_list.csv,0.0055248618784530384,17.0,OhioState,-0.4997172452904208,-0.24763133116059305,Child Neurology
Case Western_match_list.csv,0.00558659217877095,44.0,Case Western,-0.4921410319796613,1.30726307380127,Child Neurology
UNC_match_list.csv,0.006666666666666667,60.0,UNC,-0.35958255308574,2.2286819804453373,Child Neurology
Rutgers_match_list.csv,0.007142857142857143,20.0,Rutgers,-0.30113928283447927,-0.07486528616483049,Child Neurology
University of Florida_match_list.csv,0.007575757575757576,59.0,University of Florida,-0.2480090371515148,2.171093298780083,Child Neurology
Columbia_match_list.csv,0.008130081300813009,18.0,Columbia,-0.1799764054843042,-0.19004264949533886,Child Neurology
UPenn_match_list.csv,0.008547008547008548,18.0,UPenn,-0.12880656286281253,-0.19004264949533886,Child Neurology
Cornell_match_list.csv,0.00909090909090909,2.0,Cornell,-0.06205317726113947,-1.111461556139406,Child Neurology
Yale_match_list.csv,0.00909090909090909,6.0,Yale,-0.06205317726113947,-0.8811068294783891,Child Neurology
Brown_match_list.csv,0.009345794392523364,1.0,Brown,-0.03077088307397355,-1.16905023780466,Child Neurology
Hopkins_match_list.csv,0.009523809523809525,1.0,Hopkins,-0.008922931578174913,-1.16905023780466,Child Neurology
Sydney Kimmel_match_list.csv,0.009569377990430622,47.0,Sydney Kimmel,-0.0033302741378630216,1.4800291187970327,Child Neurology
McGovern_match_list.csv,0.010256410256410256,4.5,McGovern,0.0809897918853032,-0.9674898519762704,Child Neurology
